customerID,Churn,Snapshot_Date
1565-RHDJD,Yes,2024-06-01
7137-RYLPP,Yes,2024-06-01
3765-JXVKY,Yes,2024-06-01
5092-STPKP,No,2024-06-01
7330-WZLNC,Yes,2024-06-01
0114-PEGZZ,No,2024-06-01
3359-DSRKA,No,2024-06-01
8639-NHQEI,No,2024-06-01
7161-DFHUF,No,2024-06-01
3957-LXOLK,Yes,2024-06-01
3720-DBRWL,No,2024-06-01
6635-MYYYZ,Yes,2024-06-01
8565-WUXZU,No,2024-06-01
5281-BUZGT,Yes,2024-06-01
4994-OBRSZ,No,2024-06-01
0562-FGDCR,No,2024-06-01
2436-QBZFP,No,2024-06-01
3420-YJLQT,No,2024-06-01
6040-CGACY,No,2024-06-01
6582-PLFUU,No,2024-06-01
8242-PDSGJ,No,2024-06-01
0264-CNITK,No,2024-06-01
0089-IIQKO,No,2024-06-01
7839-NUIAA,No,2024-06-01
6075-QMNRR,No,2024-06-01
5378-IKEEG,Yes,2024-06-01
5966-EMAZU,No,2024-06-01
0440-EKDCF,No,2024-06-01
4774-HHGGS,No,2024-06-01
2718-GAXQD,Yes,2024-06-01
2055-BFOCC,No,2024-06-01
8180-AKMJV,No,2024-06-01
4298-OYIFC,No,2024-06-01
5566-SOEZD,No,2024-06-01
9842-EFSYY,No,2024-06-01
2272-WUSPA,No,2024-06-01
4584-LBNMK,No,2024-06-01
3898-GUYTS,No,2024-06-01
0930-EHUZA,No,2024-06-01
6413-XKKPU,Yes,2024-06-01
9975-SKRNR,No,2024-06-01
3703-KBKZP,No,2024-06-01
1449-XQEMT,Yes,2024-06-01
2626-URJFX,Yes,2024-06-01
4973-MGTON,No,2024-06-01
3682-YEUWS,No,2024-06-01
1223-UNPKS,No,2024-06-01
2612-RRIDN,Yes,2024-06-01
4735-ASGMA,Yes,2024-06-01
3446-QDSZF,No,2024-06-01
3669-LVWZB,Yes,2024-06-01
6892-EZDTG,Yes,2024-06-01
5117-IFGPS,No,2024-06-01
7379-FNIUJ,No,2024-06-01
1627-AFWVJ,No,2024-06-01
9725-SCPZG,Yes,2024-06-01
5884-GCYMI,Yes,2024-06-01
3217-FZDMN,Yes,2024-06-01
4486-EFAEB,No,2024-06-01
0060-FUALY,No,2024-06-01
7853-GVUDZ,Yes,2024-06-01
7480-QNVZJ,Yes,2024-06-01
6954-OOYZZ,No,2024-06-01
7088-FBAWU,No,2024-06-01
8313-AFGBW,No,2024-06-01
3943-KDREE,Yes,2024-06-01
9239-ZBZZV,Yes,2024-06-01
3097-IDVPU,No,2024-06-01
4398-HSCJH,Yes,2024-06-01
2197-OMWGI,No,2024-06-01
2303-PJYHN,No,2024-06-01
9795-VOWON,No,2024-06-01
1237-WIYYZ,No,2024-06-01
1987-AUELQ,No,2024-06-01
7852-LECYP,No,2024-06-01
4430-UZIPO,Yes,2024-06-01
4822-LPTYJ,No,2024-06-01
8165-CBKXO,No,2024-06-01
6527-PZFPV,No,2024-06-01
4855-SNKMY,Yes,2024-06-01
9593-CVZKR,No,2024-06-01
8595-SIZNC,No,2024-06-01
8008-HAWED,Yes,2024-06-01
7124-UGSUR,Yes,2024-06-01
1862-SKORY,Yes,2024-06-01
5236-XMZJY,No,2024-06-01
4827-DPADN,No,2024-06-01
2694-CIUMO,No,2024-06-01
5846-ABOBJ,No,2024-06-01
1439-LCGVL,No,2024-06-01
0909-SDHNU,No,2024-06-01
4647-XXZAM,No,2024-06-01
1502-XFCVR,Yes,2024-06-01
7740-KKCXF,No,2024-06-01
5360-XGYAZ,No,2024-06-01
9692-TUSXH,Yes,2024-06-01
7912-SYRQT,Yes,2024-06-01
3557-HTYWR,No,2024-06-01
4816-JBHOV,Yes,2024-06-01
8920-NAVAY,No,2024-06-01
1699-TLDLZ,No,2024-06-01
5600-PDUJF,No,2024-06-01
8292-TYSPY,Yes,2024-06-01
0567-XRHCU,No,2024-06-01
1867-BDVFH,Yes,2024-06-01
2067-QYTCF,No,2024-06-01
2359-QWQUL,Yes,2024-06-01
9103-TCIHJ,Yes,2024-06-01
7407-SUJIZ,No,2024-06-01
9150-KPBJQ,No,2024-06-01
0052-DCKON,No,2024-06-01
3654-ARMGP,No,2024-06-01
9699-UBQFS,No,2024-06-01
9367-TCUYN,No,2024-06-01
1261-FWTTE,No,2024-06-01
3528-HFRIQ,No,2024-06-01
0708-SJDIS,No,2024-06-01
4140-WJAWW,Yes,2024-06-01
2073-QBVBI,No,2024-06-01
6928-ONTRW,No,2024-06-01
3320-VEOYC,No,2024-06-01
5231-FIQPA,No,2024-06-01
6617-WLBQC,No,2024-06-01
2599-CIPQE,No,2024-06-01
6653-CBBOM,Yes,2024-06-01
8774-GSBUN,No,2024-06-01
7326-RIGQZ,No,2024-06-01
1401-FTHFQ,No,2024-06-01
3247-ZVOUO,Yes,2024-06-01
0254-FNMCI,No,2024-06-01
1848-LBZHY,No,2024-06-01
6101-IMRMM,Yes,2024-06-01
8118-TJAFG,No,2024-06-01
5429-LWCMV,No,2024-06-01
7298-IZWLY,No,2024-06-01
9758-MFWGD,No,2024-06-01
3955-JBZZM,No,2024-06-01
1268-ASBGA,Yes,2024-06-01
8943-URTMR,Yes,2024-06-01
4815-TUMEQ,No,2024-06-01
4713-LZDRV,Yes,2024-06-01
9909-IDLEK,No,2024-06-01
4092-OFQZS,No,2024-06-01
1561-BWHIN,No,2024-06-01
4325-NFSKC,Yes,2024-06-01
9927-DSWDF,No,2024-06-01
9500-LTVBP,No,2024-06-01
7252-NTGSS,No,2024-06-01
8149-AIQCG,No,2024-06-01
1360-JYXKQ,No,2024-06-01
2955-PSXOE,Yes,2024-06-01
7762-URZQH,Yes,2024-06-01
0899-WZRSD,No,2024-06-01
3255-GRXMG,No,2024-06-01
4828-FAZPK,No,2024-06-01
6094-ZIVKX,No,2024-06-01
6925-BAYGL,No,2024-06-01
3262-EIDHV,No,2024-06-01
7354-OIJLX,No,2024-06-01
1376-HHBDV,No,2024-06-01
6907-NZZIJ,Yes,2024-06-01
6133-OZILE,No,2024-06-01
4135-FRWKJ,No,2024-06-01
2911-UREFD,Yes,2024-06-01
3744-ZRRDZ,Yes,2024-06-01
5673-TIYIB,Yes,2024-06-01
6551-ZCOTS,No,2024-06-01
7191-ADRGF,No,2024-06-01
5018-LXQQG,No,2024-06-01
6892-BOGQE,No,2024-06-01
1602-IJQQE,Yes,2024-06-01
4628-WQCQQ,Yes,2024-06-01
1746-TGTWV,No,2024-06-01
5995-SNNEW,No,2024-06-01
8050-WYBND,No,2024-06-01
2821-WARNZ,No,2024-06-01
4879-GZLFH,No,2024-06-01
1644-IRKSF,Yes,2024-06-01
8314-HTWVE,No,2024-06-01
9402-ROUMJ,No,2024-06-01
2507-QZPQS,No,2024-06-01
7159-NOKYQ,No,2024-06-01
5707-ZMDJP,No,2024-06-01
8779-YIQQA,No,2024-06-01
7136-IHZJA,No,2024-06-01
8966-OIQHG,No,2024-06-01
7074-STDCN,No,2024-06-01
3705-PSNGL,Yes,2024-06-01
8739-QOTTN,No,2024-06-01
1399-OUPJN,No,2024-06-01
0277-BKSQP,No,2024-06-01
6502-HCJTI,Yes,2024-06-01
2606-RMDHZ,Yes,2024-06-01
5774-XZTQC,No,2024-06-01
2676-SSLTO,No,2024-06-01
6266-QHOJZ,No,2024-06-01
7269-JISCY,No,2024-06-01
0363-SVHYR,No,2024-06-01
8547-NSBBO,No,2024-06-01
8258-GSTJK,Yes,2024-06-01
6861-OKBCE,Yes,2024-06-01
9940-RHLFB,Yes,2024-06-01
6591-QGOYB,No,2024-06-01
9070-BCKQP,No,2024-06-01
6421-SZVEM,No,2024-06-01
1328-EUZHC,No,2024-06-01
2995-UPRYS,Yes,2024-06-01
8878-RYUKI,No,2024-06-01
9633-DENPU,No,2024-06-01
7811-JIVPF,No,2024-06-01
7113-HIPFI,No,2024-06-01
8541-QVFKM,No,2024-06-01
6686-YPGHK,Yes,2024-06-01
1383-EZRWL,Yes,2024-06-01
9258-CNWAC,No,2024-06-01
5371-VYLSX,No,2024-06-01
6374-AFWOX,No,2024-06-01
4759-TRPLW,Yes,2024-06-01
5317-FLPJF,No,2024-06-01
7621-VPNET,No,2024-06-01
6034-YMTOB,No,2024-06-01
8563-IIOXK,Yes,2024-06-01
4903-CNOZC,No,2024-06-01
4353-HYOJD,No,2024-06-01
8020-BWHYL,Yes,2024-06-01
7267-FRMJW,No,2024-06-01
2982-VPSGI,Yes,2024-06-01
4188-FRABG,No,2024-06-01
8199-ZLLSA,Yes,2024-06-01
4128-ETESU,No,2024-06-01
0620-DLSLK,No,2024-06-01
4625-EWPTF,Yes,2024-06-01
5980-NOPLP,Yes,2024-06-01
3850-OKINF,No,2024-06-01
6892-XPFPU,Yes,2024-06-01
8010-EZLOU,Yes,2024-06-01
1156-ZFYDO,No,2024-06-01
3295-YVUSR,No,2024-06-01
8016-NCFVO,No,2024-06-01
4119-ZYPZY,No,2024-06-01
5549-ZGHFB,No,2024-06-01
7577-SWIFR,No,2024-06-01
0303-WMMRN,No,2024-06-01
6408-OTUBZ,No,2024-06-01
5204-HMGYF,No,2024-06-01
1078-TDCRN,No,2024-06-01
3727-OVPRY,No,2024-06-01
3797-FKOGQ,No,2024-06-01
7622-NXQZR,No,2024-06-01
6196-HBOBZ,No,2024-06-01
3970-XGJDU,No,2024-06-01
7017-VFULY,No,2024-06-01
5562-YJQGT,No,2024-06-01
8807-OPMBM,No,2024-06-01
5439-WIKXB,No,2024-06-01
9874-QLCLH,Yes,2024-06-01
8294-UIMBA,No,2024-06-01
8109-YUOHE,No,2024-06-01
5840-NVDCG,No,2024-06-01
8092-NLTGF,No,2024-06-01
5928-QLDHB,No,2024-06-01
9840-EFJQB,No,2024-06-01
0696-UKTOX,No,2024-06-01
4801-KFYKL,No,2024-06-01
3472-OAOOR,No,2024-06-01
6135-OZQVA,No,2024-06-01
8062-YBDOE,Yes,2024-06-01
2252-JHJGE,No,2024-06-01
4188-PCPIG,No,2024-06-01
6000-APYLU,Yes,2024-06-01
7105-BENQF,No,2024-06-01
7721-DVEKZ,No,2024-06-01
3566-VVORZ,No,2024-06-01
9507-HSMMZ,No,2024-06-01
2480-SQIOB,No,2024-06-01
0947-IDHRQ,Yes,2024-06-01
7813-TKCVO,No,2024-06-01
0128-MKWSG,No,2024-06-01
3672-YITQD,Yes,2024-06-01
4350-ZTLPI,No,2024-06-01
9048-JVYVF,Yes,2024-06-01
0361-HJRDX,No,2024-06-01
5727-MYATE,No,2024-06-01
3823-KYNQY,No,2024-06-01
8988-ECPJR,Yes,2024-06-01
7570-WELNY,No,2024-06-01
3021-VLNRJ,No,2024-06-01
3776-EKTKM,Yes,2024-06-01
2080-CAZNM,No,2024-06-01
1028-FFNJK,No,2024-06-01
6907-FLBER,No,2024-06-01
3001-UNBTL,No,2024-06-01
5982-PSMKW,No,2024-06-01
3507-GASNP,No,2024-06-01
7096-ZNBZI,No,2024-06-01
1902-XBTFB,Yes,2024-06-01
1676-MQAOA,No,2024-06-01
0786-IVLAW,No,2024-06-01
7566-DSRLQ,No,2024-06-01
0643-OKLRP,Yes,2024-06-01
7245-JMTTQ,No,2024-06-01
6050-IJRHS,No,2024-06-01
6202-JVYEU,No,2024-06-01
8591-TKMZH,No,2024-06-01
0734-OXWBT,No,2024-06-01
4282-ACRXS,No,2024-06-01
0365-TRTPY,No,2024-06-01
7349-ALMUX,No,2024-06-01
9381-NDKME,Yes,2024-06-01
6502-KUGLL,No,2024-06-01
1841-YSJGV,No,2024-06-01
2794-XIMMO,Yes,2024-06-01
8382-SHQEH,Yes,2024-06-01
3511-BFTJW,No,2024-06-01
7668-XCFYV,No,2024-06-01
2983-ZANRP,Yes,2024-06-01
7845-URHJN,Yes,2024-06-01
3034-ZBEQN,Yes,2024-06-01
5018-HEKFO,No,2024-06-01
2923-ARZLG,No,2024-06-01
3976-NLDEZ,No,2024-06-01
2282-YGNOR,No,2024-06-01
5336-UFNZP,No,2024-06-01
6854-EXGSF,No,2024-06-01
1241-EZFMJ,No,2024-06-01
9233-PSYHO,No,2024-06-01
5376-PCKNB,No,2024-06-01
8044-BGWPI,No,2024-06-01
4060-LDNLU,No,2024-06-01
3589-PPVKW,No,2024-06-01
8327-LZKAS,Yes,2024-06-01
5887-IKKYO,No,2024-06-01
1075-BGWOH,Yes,2024-06-01
1755-RMCXH,No,2024-06-01
0302-JOIVN,Yes,2024-06-01
3858-XHYJO,No,2024-06-01
4299-SIMNS,No,2024-06-01
7025-IWFHT,No,2024-06-01
6261-LHRTG,No,2024-06-01
7841-FCRQD,No,2024-06-01
2056-EVGZL,No,2024-06-01
8777-MBMTS,No,2024-06-01
7753-USQYQ,No,2024-06-01
5366-IJEQJ,Yes,2024-06-01
7661-CPURM,No,2024-06-01
6233-HXJMX,No,2024-06-01
5902-WBLSE,No,2024-06-01
1981-INRFU,Yes,2024-06-01
4971-PUYQO,Yes,2024-06-01
3239-TPHPZ,No,2024-06-01
5115-GZDEL,No,2024-06-01
3338-CVVEH,No,2024-06-01
8485-GJCDN,Yes,2024-06-01
2615-YVMYX,No,2024-06-01
2851-STERV,No,2024-06-01
4393-GEADV,No,2024-06-01
8486-AYEQH,No,2024-06-01
1527-SXDPN,Yes,2024-06-01
6029-WTIPC,Yes,2024-06-01
8634-CILSZ,Yes,2024-06-01
5419-JKZNQ,No,2024-06-01
2495-KZNFB,No,2024-06-01
1409-PHXTF,No,2024-06-01
4560-WQAQW,No,2024-06-01
9591-YVTEB,No,2024-06-01
9309-BZGNT,No,2024-06-01
4274-DRSQT,No,2024-06-01
2027-DNKIV,No,2024-06-01
8075-GXIUB,No,2024-06-01
2885-HIJDH,No,2024-06-01
5424-RLQLC,No,2024-06-01
6682-QJDGB,Yes,2024-06-01
6507-DTJZV,No,2024-06-01
8780-IXSTS,Yes,2024-06-01
7673-BQGKU,No,2024-06-01
6723-WSNTY,No,2024-06-01
9530-EHPOH,Yes,2024-06-01
2725-IWWBA,No,2024-06-01
0345-HKJVM,Yes,2024-06-01
1061-PNTHC,No,2024-06-01
0394-YONDK,No,2024-06-01
6574-MCOEH,No,2024-06-01
7399-QHBJS,No,2024-06-01
3049-SOLAY,Yes,2024-06-01
0997-YTLNY,No,2024-06-01
3317-HRTNN,Yes,2024-06-01
9479-HYNYL,No,2024-06-01
3235-ETOOB,Yes,2024-06-01
9708-KFDBY,No,2024-06-01
8058-INTPH,Yes,2024-06-01
3642-GKTCT,No,2024-06-01
0774-RMNUW,No,2024-06-01
1334-PDUKM,No,2024-06-01
0756-MPZRL,No,2024-06-01
2242-MFOTG,No,2024-06-01
2927-CVULT,No,2024-06-01
2144-BFDSO,No,2024-06-01
8745-PVESG,No,2024-06-01
7647-GYYKX,No,2024-06-01
5647-FXOTP,No,2024-06-01
5569-OUICF,Yes,2024-06-01
8821-XNHVZ,Yes,2024-06-01
2082-OJVTK,Yes,2024-06-01
9700-ISPUP,No,2024-06-01
9839-ETQOE,No,2024-06-01
6078-VESFR,No,2024-06-01
9027-TMATR,No,2024-06-01
5940-NFXKV,Yes,2024-06-01
1941-HOSAM,No,2024-06-01
9110-HSGTV,No,2024-06-01
0704-VCUMB,No,2024-06-01
6171-ZTVYB,No,2024-06-01
8053-WWDRO,Yes,2024-06-01
9564-KCLHR,Yes,2024-06-01
1935-IMVBB,No,2024-06-01
2535-PBCGC,No,2024-06-01
2082-CEFLT,Yes,2024-06-01
1470-PSXNM,No,2024-06-01
1213-NGCUN,Yes,2024-06-01
2498-XLDZR,No,2024-06-01
9866-OCCKE,No,2024-06-01
5338-YHWYT,No,2024-06-01
7718-UPSKJ,No,2024-06-01
8731-WBBMB,No,2024-06-01
1448-CYWKC,No,2024-06-01
7901-IIDQV,No,2024-06-01
2690-DVRVK,No,2024-06-01
5688-KZTSN,Yes,2024-06-01
1270-XKUCC,No,2024-06-01
0334-ZFJSR,No,2024-06-01
2894-QOJRX,Yes,2024-06-01
5747-PMBSQ,Yes,2024-06-01
5583-EJXRD,No,2024-06-01
4565-EVZMJ,No,2024-06-01
3143-JQEGI,Yes,2024-06-01
6386-SZZKH,Yes,2024-06-01
3327-YBAKM,No,2024-06-01
9441-QHEVC,No,2024-06-01
6705-LNMDD,No,2024-06-01
2580-ASVVY,No,2024-06-01
3370-GQEAL,No,2024-06-01
5032-USPKF,No,2024-06-01
2982-IHMFT,Yes,2024-06-01
3521-SYVOR,Yes,2024-06-01
4254-QPEDE,No,2024-06-01
6283-GITPX,No,2024-06-01
9526-JAWYF,Yes,2024-06-01
0771-CHWSK,No,2024-06-01
9788-HNGUT,No,2024-06-01
9495-REDIY,No,2024-06-01
5375-XLDOF,No,2024-06-01
1172-VIYBP,No,2024-06-01
5649-VUKMC,Yes,2024-06-01
6559-PDZLR,No,2024-06-01
8992-OBVDG,No,2024-06-01
4273-MBHYA,No,2024-06-01
4724-WXVWF,No,2024-06-01
5701-GUXDC,No,2024-06-01
1460-UZPRJ,No,2024-06-01
6082-GLJIX,No,2024-06-01
5143-EGQFK,Yes,2024-06-01
4919-IKATY,Yes,2024-06-01
2495-TTHBQ,No,2024-06-01
0485-ZBSLN,No,2024-06-01
3810-PJUHR,No,2024-06-01
9050-QLROH,Yes,2024-06-01
0847-HGRML,No,2024-06-01
8232-CTLKO,No,2024-06-01
9227-YBAXE,No,2024-06-01
6168-WFVVF,Yes,2024-06-01
9860-LISIZ,No,2024-06-01
0112-QAWRZ,No,2024-06-01
0877-SDMBN,Yes,2024-06-01
2786-GCDPI,No,2024-06-01
4043-MKDTV,No,2024-06-01
8065-YKXKD,Yes,2024-06-01
9637-EIHEQ,Yes,2024-06-01
9229-RQABD,No,2024-06-01
8313-KTIHG,No,2024-06-01
5320-BRKGK,No,2024-06-01
6284-KMNUF,No,2024-06-01
9689-PTNPG,Yes,2024-06-01
9465-RWMXL,Yes,2024-06-01
6229-UOLQL,No,2024-06-01
2362-IBOOY,Yes,2024-06-01
3137-LUPIX,No,2024-06-01
0843-WTBXE,Yes,2024-06-01
6143-JQKEA,No,2024-06-01
8676-OOQEJ,No,2024-06-01
5515-IDEJJ,Yes,2024-06-01
9701-CDXHR,No,2024-06-01
7450-NWRTR,Yes,2024-06-01
8124-NZVGJ,No,2024-06-01
2162-FRZAA,No,2024-06-01
5376-DEQCP,Yes,2024-06-01
5118-MUEYH,No,2024-06-01
9095-HFAFX,Yes,2024-06-01
5627-TVBPP,No,2024-06-01
2379-ENZGV,Yes,2024-06-01
3936-QQFLL,No,2024-06-01
2589-AYCRP,No,2024-06-01
4067-HLYQI,No,2024-06-01
5124-EOGYE,No,2024-06-01
5057-RKGLH,No,2024-06-01
0292-WEGCH,No,2024-06-01
8910-ICHIU,No,2024-06-01
4097-YODCF,No,2024-06-01
9715-WZCLW,No,2024-06-01
9786-YWNHU,No,2024-06-01
6407-GSJNL,No,2024-06-01
6005-OBZPH,Yes,2024-06-01
4049-ZPALD,No,2024-06-01
7932-WPTDS,Yes,2024-06-01
3733-UOCWF,No,2024-06-01
6833-JMZYP,No,2024-06-01
2722-VOJQL,Yes,2024-06-01
1310-QRITU,No,2024-06-01
8961-QDZZJ,No,2024-06-01
9715-SBVSU,No,2024-06-01
8490-BXHEO,No,2024-06-01
7173-TETGO,No,2024-06-01
7929-SKFGK,No,2024-06-01
2300-RQGOI,No,2024-06-01
3563-SVYLG,No,2024-06-01
5228-EXCET,Yes,2024-06-01
6435-VWCCY,No,2024-06-01
4998-IKFSE,No,2024-06-01
8630-QSGXK,No,2024-06-01
2455-USLMV,No,2024-06-01
7394-FKDNK,Yes,2024-06-01
9488-FVZCC,No,2024-06-01
6331-LWDTQ,Yes,2024-06-01
5995-WWKKG,No,2024-06-01
1597-FZREH,Yes,2024-06-01
7879-CGSFV,No,2024-06-01
9921-EZKBY,No,2024-06-01
7432-FFVAR,No,2024-06-01
7246-ZGQDF,No,2024-06-01
7000-WCEVQ,Yes,2024-06-01
0727-IWKVK,Yes,2024-06-01
5959-BELXA,Yes,2024-06-01
4456-RHSNB,No,2024-06-01
3512-IZIKN,Yes,2024-06-01
2481-SBOYW,No,2024-06-01
7109-MFBYV,No,2024-06-01
1833-TCXKK,No,2024-06-01
1832-PEUTS,No,2024-06-01
6141-OOXUQ,Yes,2024-06-01
8660-BUETV,No,2024-06-01
0580-PIQHM,No,2024-06-01
5696-CEIQJ,No,2024-06-01
7503-ZGUZJ,Yes,2024-06-01
1696-HXOWK,No,2024-06-01
3026-ATZYV,No,2024-06-01
4012-YCFAI,No,2024-06-01
2506-TNFCO,Yes,2024-06-01
9970-QBCDA,No,2024-06-01
8718-PTMEZ,Yes,2024-06-01
9496-IVVRP,No,2024-06-01
2207-OBZNX,Yes,2024-06-01
2657-VPXTA,No,2024-06-01
6551-VLJMV,No,2024-06-01
1221-GHZEP,No,2024-06-01
9289-LBQVU,No,2024-06-01
6142-VSJQO,Yes,2024-06-01
3458-IDMFK,No,2024-06-01
6933-FHBZC,No,2024-06-01
0221-NAUXK,No,2024-06-01
9770-KXGQU,No,2024-06-01
6437-UKHMV,Yes,2024-06-01
6538-POCHL,No,2024-06-01
6726-NNFWD,No,2024-06-01
3002-WQZWT,No,2024-06-01
4277-UDIEF,No,2024-06-01
1208-NBVFH,No,2024-06-01
4912-PIGUY,No,2024-06-01
1114-CENIM,Yes,2024-06-01
6060-DRTNL,Yes,2024-06-01
2725-TTRIQ,No,2024-06-01
3374-TTZTK,No,2024-06-01
8990-ZXLSU,No,2024-06-01
2275-RBYQS,No,2024-06-01
8473-VUVJN,Yes,2024-06-01
6289-CPNLD,Yes,2024-06-01
5536-SLHPM,Yes,2024-06-01
4419-UJMUS,No,2024-06-01
7794-JASDG,No,2024-06-01
7609-YBPXG,No,2024-06-01
5519-TEEUH,No,2024-06-01
7856-GANIL,No,2024-06-01
0804-XBFBV,No,2024-06-01
2676-OXPPQ,No,2024-06-01
3703-TTEPD,No,2024-06-01
2799-TSLAG,No,2024-06-01
0196-VULGZ,Yes,2024-06-01
8837-VVWLQ,Yes,2024-06-01
2696-NARTR,Yes,2024-06-01
2208-NKVVH,No,2024-06-01
7614-QVWQL,Yes,2024-06-01
1976-CFOCS,Yes,2024-06-01
4631-OACRM,Yes,2024-06-01
7139-JZFVG,No,2024-06-01
4987-GQWPO,No,2024-06-01
3755-JBMNH,Yes,2024-06-01
1757-TCATG,No,2024-06-01
6345-ULYRW,Yes,2024-06-01
4776-XSKYQ,No,2024-06-01
8048-DSDFQ,No,2024-06-01
5753-QQWPW,No,2024-06-01
6010-DDPPW,No,2024-06-01
1809-DMJHQ,Yes,2024-06-01
6693-FRIRW,No,2024-06-01
6586-MYGKD,No,2024-06-01
3173-NVMPX,No,2024-06-01
0248-PGHBZ,No,2024-06-01
0623-GDISB,No,2024-06-01
2892-GESUL,No,2024-06-01
6923-EFPNL,Yes,2024-06-01
7472-EQOAV,No,2024-06-01
9574-RKJIF,Yes,2024-06-01
2043-WVTQJ,No,2024-06-01
8034-RYTVV,No,2024-06-01
3863-QSTYI,No,2024-06-01
2619-WFQWU,Yes,2024-06-01
5044-LRQAQ,No,2024-06-01
1716-LSAMB,No,2024-06-01
1333-PBMXB,No,2024-06-01
6546-OPBBH,No,2024-06-01
5985-BEHZK,No,2024-06-01
9127-QRZMH,No,2024-06-01
5919-VCZYM,No,2024-06-01
9644-KVCNC,No,2024-06-01
2137-DQMEV,No,2024-06-01
8174-LNWMW,No,2024-06-01
9279-CJEOJ,No,2024-06-01
7964-VEXDG,No,2024-06-01
2404-JIBFC,No,2024-06-01
0778-NELLA,Yes,2024-06-01
8029-XYPWT,No,2024-06-01
4614-NUVZD,Yes,2024-06-01
4632-PAOYU,No,2024-06-01
3803-KMQFW,Yes,2024-06-01
6804-GDMOI,Yes,2024-06-01
2990-OGYTD,No,2024-06-01
6646-JPPHA,No,2024-06-01
9572-MTILT,Yes,2024-06-01
7658-UYUQS,No,2024-06-01
7880-XSOJX,No,2024-06-01
9611-CTWIH,Yes,2024-06-01
4589-IUAJB,No,2024-06-01
0329-GTIAJ,Yes,2024-06-01
8746-BFOAJ,No,2024-06-01
8457-XIGKN,No,2024-06-01
6072-NUQCB,No,2024-06-01
6629-CZTTH,Yes,2024-06-01
8838-GPHZP,No,2024-06-01
8750-QWZAJ,No,2024-06-01
5364-EVNIB,Yes,2024-06-01
6918-UMQCG,No,2024-06-01
0675-NCDYU,No,2024-06-01
6339-DKLMK,No,2024-06-01
1346-PJWTK,No,2024-06-01
5088-QZLRL,No,2024-06-01
8023-QHAIO,No,2024-06-01
4397-FRLTA,No,2024-06-01
3057-VJJQE,No,2024-06-01
5087-SUURX,Yes,2024-06-01
2302-OUZXB,No,2024-06-01
8133-ANHHJ,No,2024-06-01
2270-CHBFN,No,2024-06-01
0013-EXCHZ,Yes,2024-06-01
5982-FPVQN,No,2024-06-01
9107-UKCKY,No,2024-06-01
4654-ULTTN,No,2024-06-01
5550-VFRLC,Yes,2024-06-01
5546-BYZSM,No,2024-06-01
1492-KGETH,No,2024-06-01
4929-BSTRX,Yes,2024-06-01
4163-HFTUK,No,2024-06-01
8215-NGSPE,No,2024-06-01
2225-ZRGSG,Yes,2024-06-01
8859-YSTWS,No,2024-06-01
5271-YNWVR,Yes,2024-06-01
7601-DHFWZ,No,2024-06-01
2657-ALMWY,Yes,2024-06-01
6330-JKLPC,Yes,2024-06-01
4667-OHGKG,Yes,2024-06-01
1998-VHJHK,No,2024-06-01
1707-HABPF,No,2024-06-01
1660-HSOOQ,Yes,2024-06-01
7253-UVNDW,Yes,2024-06-01
0487-VVUVK,No,2024-06-01
7228-OMTPN,Yes,2024-06-01
5063-IUOKK,No,2024-06-01
4508-OEBEY,No,2024-06-01
0027-KWYKW,No,2024-06-01
2308-STERM,No,2024-06-01
5982-XMDEX,No,2024-06-01
6284-AHOOQ,Yes,2024-06-01
6051-PTVNS,No,2024-06-01
2344-JMOGN,Yes,2024-06-01
3799-ISUZQ,Yes,2024-06-01
2877-VDUER,No,2024-06-01
9152-AMKAK,No,2024-06-01
1794-HBQTJ,Yes,2024-06-01
9432-VOFYX,No,2024-06-01
8049-WJCLQ,No,2024-06-01
6586-PSJOX,No,2024-06-01
2460-FPSYH,Yes,2024-06-01
9705-ZJBCG,No,2024-06-01
4818-DRBQT,Yes,2024-06-01
1320-HTRDR,Yes,2024-06-01
6847-KJLTS,No,2024-06-01
9670-BPNXF,No,2024-06-01
3913-FCUUW,No,2024-06-01
3301-VKTGC,No,2024-06-01
1493-AMTIE,Yes,2024-06-01
9555-SAHUZ,No,2024-06-01
0816-TSPHQ,No,2024-06-01
9932-WBWIK,No,2024-06-01
4619-EVPHY,No,2024-06-01
5286-YHCVC,No,2024-06-01
6424-ELEYH,Yes,2024-06-01
4391-RESHN,Yes,2024-06-01
9115-YQHGA,No,2024-06-01
4462-CYWMH,No,2024-06-01
8963-MQVYN,No,2024-06-01
2458-EOMRE,No,2024-06-01
9334-GWGOW,No,2024-06-01
6821-BUXUX,Yes,2024-06-01
5028-HTLJB,Yes,2024-06-01
9801-GDWGV,Yes,2024-06-01
6542-LWGXJ,No,2024-06-01
5567-GZKQY,No,2024-06-01
1222-LRYKO,No,2024-06-01
2320-JRSDE,Yes,2024-06-01
2087-QAREY,No,2024-06-01
0601-WZHJF,Yes,2024-06-01
4423-JWZJN,No,2024-06-01
5143-WMWOG,Yes,2024-06-01
6490-FGZAT,No,2024-06-01
5393-RXQSZ,Yes,2024-06-01
7452-FOLON,No,2024-06-01
2320-TZRRH,No,2024-06-01
0231-LXVAP,Yes,2024-06-01
9444-JTXHZ,Yes,2024-06-01
4942-VZZOM,No,2024-06-01
5510-BOIUJ,Yes,2024-06-01
7502-BNYGS,No,2024-06-01
4291-HYEBC,No,2024-06-01
6147-CBCRA,No,2024-06-01
